@relation 'melanoma-5clases-abcd-100-weka.filters.supervised.instance.StratifiedRemoveFolds-S1-V-N10-F1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5-weka.filters.supervised.instance.StratifiedRemoveFolds-S1-V-N10-F3'

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x10 numeric
@attribute x13 numeric
@attribute x16 numeric
@attribute x25 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x31 numeric
@attribute x32 numeric
@attribute x33 numeric
@attribute x37 numeric
@attribute x38 numeric
@attribute x55 numeric
@attribute x61 numeric
@attribute x64 numeric
@attribute x96 numeric
@attribute TypeMelanoma {1,2,3,4,5}

@data
0.558897,1.337624,59.82587,42.065404,49.208262,15.542169,0.148475,0.016328,0.021329,2.17294,2.211609,2.269764,0.082786,-0.225206,0.838802,2.215781,0.445072,19.756802,1
0.29658,1.83624,2630.724,37.065445,3.813365,0.001276,0.111341,0.007508,0.020932,2.426515,2.495117,3.595726,-0.428198,-0.010914,1.049025,1.237802,0.588911,81.391561,1
0.379432,1.623428,329.9217,37.258534,52.728235,3.096057,0.185634,0.020904,0.021804,2.069059,2.654709,3.523703,0.323284,0.436723,0,1.926175,0.482377,14.16183,1
0.649938,1.240407,69.56961,80.054754,90.472872,0.988054,0.095145,0.008411,0.01458,4.679333,5.188316,5.953661,1.114338,1.065923,0,1.269449,0.579641,47.898252,1
0.338975,1.717578,1459.246,60.03478,0.019322,0,0.082431,0.00901,0.016163,3.555138,3.093419,4.890279,-0.918437,-0.337765,1.425955,1.939557,0.494986,97.223873,1
0.486378,1.433881,369.5143,77.40301,98.022385,0,0.050522,0.008887,0.014129,10.306028,40.06183,14.646662,0.840913,2.94841,0,0.803582,0.69729,94.754161,1
0.496644,1.418984,614.5839,74.218791,1.16509,2.699857,0.127758,0.011893,0.025544,3.147032,5.201656,9.818392,0.470278,1.392155,0.811654,1.409579,0.548102,46.513021,1
0.331123,1.737821,810.7348,34.966671,8.43761,0.046778,0.112539,0.013876,0.012461,2.665762,2.822163,2.984693,-0.302655,-0.087135,1.329368,2.239118,0.438998,38.078739,1
0.557573,1.339211,180.1792,84.213712,96.345113,0,0.063396,0.008136,0.005696,4.01901,3.739393,3.652073,1.180191,0.928591,0,1.190113,0.591805,79.132509,1
0.609285,1.28112,202.0281,41.871784,13.842901,17.923964,0.160194,0.010105,0.022121,1.89572,1.760633,1.583542,-0.190435,-0.068946,0.841741,1.573793,0.532251,33.869688,1
0.524376,1.380952,171.288,48.691471,59.530191,0.08671,0.092962,0.009363,0.011103,3.052796,4.208139,4.806705,0.419611,0.916606,0,2.108712,0.461229,81.851158,1
0.389802,1.601688,441.4696,45.162066,56.131456,0,0.120527,0.014881,0.019611,2.165767,6.174317,7.252069,0.261348,1.162192,0,1.493789,0.564033,76.495715,1
0.668811,1.22278,65.04862,60.2829,40.880273,0.006315,0.21206,0.012848,0.031037,1.913142,2.829194,3.854202,0.527332,0.989761,0,0.997536,0.648428,15.353369,1
0.532294,1.370643,51.54967,61.648497,3.31227,4.08305,0.173532,0.017342,0.023841,2.427712,2.86171,3.963026,0.436745,0.800042,1.346226,2.326323,0.445496,21.097205,1
0.430669,1.523801,1170.246,45.709835,0.023798,0.430531,0.134834,0.013454,0.020609,4.597171,2.855944,2.942838,-1.462912,-0.606031,1.04756,1.264104,0.573067,48.742046,1
0.52509,1.380013,136.0911,33.438089,27.050073,0,0.103084,0.012931,0.022702,2.728278,5.927022,5.052161,0.561625,1.239517,0,1.426661,0.559875,71.819632,1
0.546932,1.352176,320.0641,51.943226,74.637419,0,0.088809,0.014977,0.016991,2.833286,2.612418,3.166497,0.560608,0.351205,0,1.091205,0.609763,82.937107,1
0.616144,1.273969,229.7546,69.108689,9.76513,74.065886,0.130696,0.027372,0.015531,5.905421,55.783342,52.243357,1.525789,6.119922,0,1.06389,0.716147,229.882592,1
0.506176,1.405559,197.2585,40.29688,0.284762,0,0.139366,0.016943,0.01523,1.878294,3.555189,4.17273,0.161651,1.002434,1.102651,1.806578,0.51008,42.042261,1
0.575393,1.318311,194.9346,57.345928,0.194471,3.694958,0.160147,0.012193,0.023599,2.685516,2.144627,2.977421,-0.631113,-0.016807,1.435383,1.363443,0.54806,45.703572,1
0.574417,1.31943,67.57077,54.931055,3.159972,0,0.071155,0.00414,0.012574,3.821528,4.297219,4.884447,0.946838,0.958744,1.013627,1.704422,0.508977,66.743393,1
0.77083,1.138992,2307.638,68.432098,81.51929,11.1947,0.072306,0.012042,0.014681,12.900255,24.383821,11.486292,-1.022801,-3.85635,0,0.711404,0.717168,91.823275,5
0.812221,1.109591,551.9617,35.861717,0.097573,0.571426,0.164508,0.041945,0.05748,3.030505,3.381675,2.42288,-0.500538,0.873328,0.590003,1.321347,0.588003,64.80181,5
0.687033,1.206455,3681.526,32.664459,49.922339,26.024977,0.147867,0.009655,0.017352,2.388829,2.738702,1.771086,-0.587223,-1.233004,0,0.455719,0.807387,137.819127,5
0.395248,1.590616,822.7346,62.778393,0.887694,0,0.078057,0.005448,0.020359,11.655797,12.214493,34.274232,-2.742457,-1.7782,0.978027,1.456794,0.553149,79.043482,3
0.710386,1.186459,2517.94,37.108836,10.610784,0.001134,0.15254,0.006689,0.023052,1.845498,1.38124,1.998515,-0.14835,-0.093299,0.988832,1.391632,0.560353,57.400773,3
0.581945,1.310868,3422.016,47.178816,17.552624,10.231295,0.165633,0.020771,0.028505,3.193114,5.877865,7.577256,-1.078825,-0.951311,0,1.31062,0.581097,49.116328,3
0.348966,1.692811,1007.262,34.629049,0.807583,0,0.11231,0.012737,0.02699,1.912898,1.874281,5.948873,0.314952,0.218052,1.470713,2.358858,0.429524,79.05992,3
0.619351,1.270667,4011.873,31.336373,33.853825,24.692264,0.190898,0.015179,0.037483,2.07523,2.561393,2.504707,-0.210459,-0.467536,0.761238,1.276741,0.590265,65.103207,3
0.407776,1.56599,668.8478,24.147538,24.852156,19.905452,0.125525,0.014303,0.014487,4.475137,11.618148,3.401741,-0.443454,-1.094324,0.888987,1.325098,0.560994,32.037826,3
0.458657,1.476576,528.4459,69.970633,81.562935,8.976237,0.075307,0.009516,0.017947,11.203104,17.690999,10.037353,-1.392191,-3.822697,0.72047,1.055865,0.635928,46.611068,3
0.751939,1.153211,2239.216,28.084028,19.655378,8.738783,0.187504,0.015319,0.024154,2.259425,4.39454,3.495271,0.159748,0.407164,0.693027,0.878636,0.669101,53.546342,3
0.298366,1.830734,5108.173,51.994573,1.575614,0.26317,0.11894,0.012779,0.02048,3.638664,2.999115,10.410708,-0.540029,0.069963,1.221608,1.49553,0.544144,53.051205,3
0.697516,1.197355,2805.535,53.694879,65.16505,0.214723,0.190414,0.020141,0.026867,2.544463,4.84741,3.6003,1.123232,1.519731,0,1.126885,0.613027,98.363121,3
0.7562,1.149957,525.3233,36.862274,3.989781,36.114659,0.210845,0.019825,0.038459,1.246376,1.589967,4.2113,-0.266223,-0.236253,0.866924,1.103015,0.612291,66.325669,4
0.283634,1.877677,1581.8,30.394635,6.840204,1.203329,0.123487,0.015812,0.040424,7.500491,8.625235,20.004052,-0.967054,0.902928,0.755436,1.901978,0.513428,92.656773,4
0.678404,1.214103,61.77416,61.488925,78.961149,7.373859,0.075425,0.013729,0.018868,9.97828,30.637292,7.444147,-0.142911,-4.570991,0,1.418974,0.547763,41.026889,4
0.592784,1.298828,713.8436,51.897588,63.201378,32.431298,0.084155,0.006557,0.010301,11.349292,12.06652,10.211774,-1.472479,-2.518231,0,1.237463,0.593823,72.564216,4
0.656544,1.234151,3463.549,34.038915,5.153719,0.002672,0.143768,0.024214,0.040957,2.245799,4.160589,3.311688,-0.331608,0.241796,0.568844,1.348304,0.617957,38.934245,4
0.499486,1.414941,957.6521,41.887658,14.23853,22.540715,0.207544,0.015494,0.028667,2.515144,2.91891,3.304793,-0.413552,-0.550465,0.651793,1.232863,0.577755,68.144011,4
0.458797,1.476352,1656.122,69.362904,81.583807,0.065875,0.08461,0.019881,0.014949,7.894501,23.093078,4.293987,2.161554,3.57322,0,0.768245,0.694141,36.240029,2
0.400647,1.579861,258.0143,80.968367,98.935333,0.945731,0.0825,0.012357,0.011862,8.489305,8.370288,8.2106,-2.538681,-2.704672,0,1.383655,0.556606,76.586565,2
0.450542,1.489815,1494.225,41.021486,49.610084,48.826772,0.140039,0.006488,0.01548,1.329053,1.161261,1.173497,0.004981,-0.053456,0.729265,0.843724,0.671507,36.582313,2
0.747556,1.156587,482.9278,79.754244,0.004308,0,0.041011,0.009767,0.016733,23.280045,39.090572,97.977971,-2.281518,0.644321,0.574972,1.120187,0.622409,59.490404,2
0.413552,1.555017,417.6711,60.208013,3.09849,0.085014,0.112622,0.008572,0.018863,11.214418,16.968557,31.174682,-1.400434,1.349328,0,1.833249,0.523145,50.760299,2
0.560619,1.335568,164.1125,67.858313,4.518884,0.290688,0.09942,0.006688,0.016112,7.511083,3.752593,7.281027,-0.341167,0.864188,1.017578,1.595588,0.514153,48.06305,2
0.500272,1.413829,278.5276,61.740898,0,0,0.140552,0.019091,0.020304,2.036272,3.070786,4.393395,-0.282545,0.852766,0.605275,1.798501,0.501059,16.936875,1
0.398871,1.583375,449.1236,33.568595,35.835351,0,0.104,0.008463,0.021638,2.821766,4.435067,5.023357,0.790845,1.021866,0,1.942229,0.501259,84.503919,1
0.557099,1.339781,499.5879,95.773864,0,0,0.060918,0.015386,0.013274,2.617275,2.194133,3.294042,-0.420334,0.229669,1.65015,1.953851,0.4712,75.215008,1
0.58021,1.312826,337.8434,52.733899,4.474012,0.533797,0.124418,0.010338,0.024274,2.760611,3.169874,4.230289,-0.240593,0.460103,1.020326,1.628796,0.513288,34.254389,1
0.428549,1.527565,355.9898,81.843994,87.179588,0.885979,0.069714,0.00346,0.008901,4.789645,5.261847,5.194389,-0.076353,-0.33064,0,0.749749,0.714188,88.543983,1
0.332901,1.733176,1373.667,62.89216,0.034582,0,0.081911,0.010826,0.018323,2.433499,2.622923,2.619279,-0.438161,-0.141247,1.033063,1.541778,0.548078,89.987314,1
0.623543,1.266388,295.5048,41.227204,5.673611,2.904349,0.157493,0.006977,0.017892,2.570196,4.090529,7.441172,0.578757,1.122321,0,2.12759,0.474189,80.230216,1
0.35034,1.689489,2225.264,45.252486,0.031305,0,0.079651,0.011268,0.01215,2.654585,2.498441,2.496541,-0.242582,0.141097,0.998574,1.508028,0.532116,26.634626,1
0.44326,1.502003,1394.463,67.048907,0.019602,0,0.108761,0.011773,0.015692,2.147031,2.443475,2.572315,-0.157053,-0.047018,0.878962,1.417295,0.548942,50.867398,1
0.597947,1.293209,200.4866,65.291994,0.016659,0.683017,0.111641,0.009156,0.019031,3.938424,2.946848,2.486516,-1.087845,-0.612355,1.48304,1.461269,0.53247,57.122511,1
0.417722,1.547235,1272.501,71.114261,0.058548,0.067792,0.127751,0.013373,0.018076,3.147802,2.48919,2.944512,-0.641027,0.239277,1.256791,1.686807,0.510405,23.660065,1
0.598263,1.292868,313.6784,84.817644,83.7177,0.004252,0.157953,0.014513,0.018927,4.966598,6.545429,8.021855,1.737864,2.003037,0.9559,1.186934,0.608897,46.551914,1
0.453453,1.485026,427.3794,72.15245,0,0,0.08121,0.019726,0.020241,6.887685,2.960967,3.241699,-1.855349,-0.51413,0.674731,1.707095,0.50346,42.051375,1
0.591453,1.300289,156.3669,48.862867,12.051577,0,0.126936,0.008312,0.016561,2.546523,3.632151,6.029811,0.758056,1.155129,0,1.63926,0.535417,80.863149,1
0.477678,1.446879,1514.003,84.143186,4.814256,0,0.081299,0.004598,0.011839,2.242825,2.547383,2.997211,0.064807,0.283113,0,0.926536,0.658602,32.371922,1
0.549292,1.349269,719.5134,39.130348,13.299151,1.428884,0.08942,0.006326,0.016961,3.868501,5.28662,11.006302,0.522065,0.553134,0,1.287601,0.602576,37.006682,1
0.47018,1.458371,260.7991,43.016531,2.82256,0,0.098585,0.0071,0.0191,2.72951,4.584619,12.561426,0.301984,0.752827,0.966109,2.437822,0.449212,86.006551,1
0.51417,1.39459,618.6589,86.286355,99.506343,0.433244,0.058161,0.004665,0.012065,3.448304,3.479911,3.782292,0.5635,0.290348,0,0.748083,0.691877,106.646117,1
0.369739,1.64457,247.5837,71.641199,0,0,0.031728,0.006295,0.018207,2.906994,2.866892,2.966029,-0.156639,0.179132,0,1.825652,0.489365,45.339198,1
0.553505,1.344124,108.51,86.737952,92.200882,0,0.083218,0.006432,0.01224,2.866529,2.463718,2.070688,0.911043,0.694741,0,1.177935,0.593086,33.123929,1
0.452833,1.486042,370.7587,57.892476,4.923504,0.069392,0.130497,0.009504,0.020401,2.477139,3.068317,4.905301,0.560406,0.707729,1.429476,1.560169,0.520926,55.43465,1
0.516002,1.392112,1434.618,67.612238,0,0,0.124581,0.01111,0.015226,2.16954,2.40674,2.699654,-0.219835,0.440905,1.115467,1.855943,0.491548,72.018999,1
0.441419,1.505132,452.9382,80.9662,89.285023,0.011055,0.085965,0.009925,0.026936,5.811402,6.941189,3.885436,1.386163,1.158897,0,1.314018,0.572622,58.765372,1
0.513091,1.396056,793.4745,48.863082,2.414452,0.071962,0.118288,0.013861,0.02604,2.498157,3.137328,4.488646,0.140243,0.834817,1.318159,1.545724,0.52457,32.65696,1
0.52291,1.382886,152.1136,70.88532,0.773136,27.537578,0.239286,0.011588,0.029521,1.868373,2.529645,3.704584,0.426523,0.704109,1.052818,1.329557,0.560338,34.81338,1
0.429161,1.526475,626.3546,56.698001,0.023477,0,0.081786,0.011004,0.016525,4.540499,3.947464,3.081662,-1.234417,-0.728304,0.810437,1.531667,0.525539,43.268146,1
0.329195,1.742905,1380.973,64.230091,0.263539,0,0.107903,0.006926,0.016565,2.179224,1.980087,2.530902,-0.331887,0.044892,0.781679,1.955969,0.473796,81.687868,1
0.447119,1.495506,680.2352,53.523743,0,0,0.053103,0.009344,0.01965,2.688423,2.31607,2.533186,-0.328314,-0.169941,0,1.334962,0.573268,38.067359,1
0.481735,1.440775,46.03759,79.103416,0.075111,0.023719,0.051795,0.007715,0.012995,11.969175,4.074441,3.38609,-1.001834,0.011404,1.785179,1.725824,0.499185,76.448109,1
0.471611,1.456157,1715.985,23.675453,31.172351,0.027516,0.066274,0.008011,0.018735,4.157071,6.485638,6.493768,0.225588,0.458358,0.608496,1.210819,0.590885,83.325228,1
0.576519,1.317023,65.09692,53.341979,0.149641,0,0.092049,0.004738,0.013236,2.750304,3.093205,4.982759,0.284658,0.343795,1.162784,1.560091,0.534459,68.048844,1
0.750228,1.154525,2511.65,19.398433,32.002467,0.027868,0.196444,0.025523,0.023995,1.567952,3.609392,2.104907,0.375782,0.984536,0,1.331291,0.59311,77.532021,5
0.704825,1.19113,731.4845,31.038581,55.389468,0,0.23016,0.023805,0.018913,1.307085,1.339236,1.401159,0.541013,0.540885,0,0.86873,0.670684,63.260839,5
0.718294,1.17991,2191.159,42.156755,65.071369,7.634067,0.262382,0.022726,0.032343,1.524977,5.023709,3.839872,0.096004,0.404179,0.697876,0.997898,0.662281,54.381116,5
0.460985,1.472844,3582.973,69.784461,0.07881,1.103967,0.181011,0.020682,0.026015,3.668619,4.009014,12.514546,-1.29717,-0.425171,1.039737,1.510821,0.542824,56.208682,3
0.498987,1.415649,219.775,71.346969,92.955195,6.492031,0.060005,0.008784,0.025141,23.119609,20.288595,19.647125,-2.877639,-4.254993,0,1.553145,0.56222,34.874115,3
0.702991,1.192683,101.2039,72.319612,1.431683,0.612303,0.113472,0.010694,0.025911,11.659854,15.045797,45.405656,-2.307026,-0.019059,0,1.885929,0.510635,85.489786,3
0.465348,1.465923,1102.926,17.236429,34.648307,3.833271,0.169438,0.012167,0.02921,2.278521,8.899677,20.729486,0.277615,1.181488,0.755538,1.184506,0.588001,44.404081,3
0.397484,1.586134,305.9076,54.343375,8.404017,0.253485,0.09325,0.008428,0.022911,7.113113,7.090704,14.407091,0.040886,1.590961,0.819032,1.331049,0.574243,50.201846,3
0.488485,1.430785,2944.301,19.767051,8.856204,27.534909,0.254875,0.035488,0.023118,2.008145,2.539877,3.528406,-0.159376,0.047161,0,1.037773,0.625651,53.513245,3
0.221139,2.126509,4260.463,28.906177,0.024311,0.327268,0.105572,0.012826,0.019544,3.214719,1.589101,5.428346,-0.400099,-0.403353,0,1.392761,0.548332,21.244687,3
0.710758,1.186148,2078.427,37.087211,2.403862,0,0.147842,0.008638,0.033761,1.750236,2.983736,1.612053,-0.462227,-0.201856,0.782721,2.248274,0.507181,56.236195,3
0.322599,1.760631,1385.866,63.369267,82.164154,0.481697,0.178868,0.005854,0.018191,3.684032,3.614002,4.815402,1.604942,1.595131,0,2.02624,0.464023,51.532896,3
0.446218,1.497017,3272.745,30.861847,39.206307,0.02264,0.234555,0.012177,0.023195,1.628695,3.478663,3.258606,0.463592,1.370487,0.847475,1.48407,0.561448,51.192801,3
0.777062,1.134416,573.1121,66.709762,76.144046,0.012569,0.18065,0.012136,0.032491,3.445818,8.016125,6.050246,1.487636,2.03166,0,1.260519,0.584263,71.753654,4
0.451138,1.48883,245.8817,48.928746,55.834493,16.523531,0.137035,0.019071,0.031164,3.138718,3.845481,2.286085,-0.676638,-1.535296,0.746604,1.188426,0.607537,34.970068,4
0.617109,1.272973,294.89,21.285496,11.947217,0,0.170855,0.020663,0.014839,2.313309,1.959228,1.486987,-0.83597,-0.864897,0,1.445761,0.551301,71.742842,4
0.75843,1.148266,1240.32,40.271979,45.513165,14.952672,0.145111,0.009915,0.02206,4.667713,7.471467,3.939746,0.206919,-1.103236,0,1.178877,0.603422,43.803557,4
0.579503,1.313627,526.5192,31.824672,18.262384,48.63981,0.239833,0.015435,0.039962,2.220913,2.414345,4.691781,0.80104,0.757254,0.869869,1.231355,0.605203,77.590144,4
0.676631,1.215693,708.7963,20.372399,15.549803,0,0.156436,0.017116,0.023918,2.360884,1.78544,3.253931,-0.738416,-0.773059,0,1.077916,0.615839,73.865218,4
0.548467,1.350283,1093.797,30.793746,2.101969,7.08232,0.170088,0.015571,0.039302,5.619467,3.465768,5.051511,-1.674658,-0.961125,1.279415,1.627166,0.517973,84.520191,2
0.213561,2.163911,6264.997,74.193222,0.169715,0,0.052562,0.013391,0.015392,23.701198,41.836942,46.649098,-1.901302,2.937704,0,1.055467,0.621127,51.697799,2
0.396512,1.588078,695.6835,63.876191,0.022682,4.845239,0.102231,0.006795,0.014509,14.414009,13.762887,12.303528,-3.342352,-2.292718,1.413999,1.655499,0.507123,42.875692,2
0.393662,1.593817,936.8088,72.040261,3.026387,0.280196,0.080441,0.015945,0.027155,19.356122,42.282125,41.401558,0.753158,5.013894,0,2.392449,0.469157,69.563628,2
0.372844,1.637707,747.3488,31.003408,17.563946,0,0.18771,0.011441,0.018047,1.57586,5.125232,4.625063,-0.200197,0.722161,0,1.278358,0.63454,63.075784,2
0.73064,1.169899,429.0789,60.848369,5.143977,13.668671,0.198823,0.006819,0.03071,3.321571,3.017307,6.143333,-0.954616,-0.340968,1.292656,1.43609,0.54046,38.149962,2
0.478927,1.444992,597.5462,49.43242,0,0,0.103937,0.018104,0.016972,2.36599,1.752142,2.548623,-0.52166,0.103702,1.040869,1.552667,0.518478,36.727716,1
0.267657,1.932904,1193.806,11.096829,2.352185,0.047129,0.11303,0.00808,0.017249,2.529958,2.714349,4.805295,-0.178946,-0.070955,1.25518,1.645479,0.516184,81.73827,1
0.521965,1.384137,82.55125,56.971549,5.578415,5.308018,0.123028,0.015388,0.023622,2.415957,2.297506,3.966555,-0.040343,0.138978,0.761796,2.883665,0.399967,44.848923,1
0.476722,1.44833,793.7527,59.601449,0.627484,0,0.079804,0.006275,0.017616,2.939321,3.652669,5.02733,0.483026,0.796661,0.656454,1.132758,0.606961,68.802871,1
0.492611,1.42478,1929.947,28.689775,37.81581,0.158942,0.075088,0.010933,0.024744,4.173075,5.448495,5.3116,-0.090904,0.034791,0,1.502185,0.572491,61.562315,1
0.569083,1.325599,119.6857,88.050111,96.133215,0.005768,0.101561,0.008212,0.008542,7.471616,6.551728,5.659504,2.143625,1.859972,0,0.711614,0.723311,41.822979,1
0.503458,1.409349,227.9308,75.242915,0.318826,0.030364,0.182084,0.00619,0.020698,1.649214,1.886003,2.873335,0.030362,0.259454,1.420922,2.188642,0.444262,64.946572,1
0.454842,1.482756,807.2693,44.893657,2.377829,0.001797,0.099729,0.012102,0.014889,2.973364,4.726375,5.767616,0.307236,0.742976,0.885189,1.632091,0.513341,56.004042,1
0.551882,1.346099,142.289,87.008392,0.010304,0,0.097556,0.012849,0.018746,2.638698,2.459623,3.879899,-0.525857,0.327921,1.746469,2.292416,0.434853,77.518803,1
0.68224,1.210686,105.2989,50.008972,7.694792,5.627535,0.12669,0.00794,0.021801,2.500765,2.255548,3.797055,-0.502813,-0.236273,0,1.274972,0.598581,32.720743,1
0.530057,1.373532,127.4695,81.360078,0,0.481044,0.114385,0.009532,0.023491,2.311892,2.810837,3.982782,0.326415,0.79898,1.760449,2.379666,0.426018,48.500911,1
0.453423,1.485074,649.9544,49.312997,0,0,0.092565,0.00666,0.013358,3.465416,3.42865,4.33724,-0.587197,0.119612,0.866016,1.818498,0.489291,80.672525,1
0.397218,1.586665,1215.272,41.358178,1.183299,0.12871,0.126944,0.011748,0.022755,2.892489,4.176877,7.792369,0.100756,0.658079,0.984497,1.891354,0.492954,81.761118,1
0.497304,1.418041,574.787,86.345855,0,0,0.085798,0.010478,0.012679,17.77091,9.217766,5.732981,-3.572336,-2.019732,0,1.065601,0.627655,68.549745,1
0.532354,1.370565,217.1848,71.955892,15.556179,0,0.088257,0.007178,0.022752,2.591431,2.690196,3.937842,-0.352145,0.136848,0.828447,1.437996,0.545806,63.021843,1
0.479117,1.444705,1807.001,49.196139,5.007602,0,0.101941,0.010998,0.021159,2.470925,3.919493,6.714974,-0.070329,1.039155,0.458235,1.731999,0.51776,24.943685,1
0.476868,1.448109,285.0376,61.283945,0,0,0.137756,0.01459,0.032808,2.147779,2.608317,5.148943,0.27178,0.699002,1.038073,2.519784,0.416176,27.715574,1
0.540219,1.360551,116.3514,40.467066,3.739521,11.88024,0.222006,0.017613,0.022536,2.867337,4.269716,4.96703,0.957507,1.318847,1.121033,2.512234,0.442673,39.092842,1
0.637821,1.252134,87.54643,86.795764,92.295542,0,0.074238,0.007343,0.008113,4.573894,5.527056,5.921332,1.533997,1.572385,0,1.246313,0.592661,63.818226,1
0.462242,1.47084,251.9454,87.254836,0,0,0.039617,0.008455,0.015672,3.404349,3.172027,3.732399,-0.283683,0.02711,0,1.882428,0.482748,24.776501,1
0.479472,1.44417,1272.092,35.226791,25.344426,1.556097,0.133288,0.008589,0.016303,2.857923,3.653211,5.361192,0.703636,0.889847,1.46289,2.014775,0.46879,56.267904,1
0.54047,1.360236,557.3989,44.752226,2.377473,0.188634,0.164739,0.011306,0.02337,2.543884,3.818768,4.48741,0.683657,1.095056,1.554528,2.047882,0.467934,33.261652,1
0.690638,1.203302,80.04952,89.70815,2.939257,94.79179,0.099994,0.005047,0.011707,15.272482,13.466833,11.633681,3.229994,2.912745,0,1.114149,0.715695,233.260052,1
0.564366,1.331127,175.8558,42.402033,0.036941,0,0.096632,0.01344,0.019735,2.827767,1.976384,1.950684,-0.476401,-0.042343,1.506657,1.655689,0.514622,56.86138,1
0.484609,1.436496,1228.211,78.834436,96.154571,1.565094,0.078028,0.003837,0.015184,2.561909,2.919885,4.122169,0.405502,0.280565,0,0.709109,0.720537,78.517246,1
0.350565,1.688946,1034.102,48.728976,0.0152,0,0.053785,0.012589,0.01,2.967569,2.745865,3.207947,-0.380069,0.302479,0,1.25167,0.57818,92.064439,1
0.635978,1.253947,12.59122,63.336103,28.299927,58.697684,0.120411,0.005775,0.015036,3.282631,2.879904,3.908537,1.013236,0.844009,1.137799,2.133097,0.467894,37.304086,1
0.487777,1.431823,413.3428,85.642539,98.009919,0,0.075194,0.010545,0.00996,2.598181,3.494322,4.66416,0.377199,0.391932,0,1.347043,0.580601,86.184211,1
0.472684,1.454503,593.7549,43.196612,0.026037,0.973772,0.115094,0.01016,0.02494,3.307816,2.742841,3.444517,-0.738055,0.130925,0.586404,1.55056,0.52042,24.173577,1
0.351959,1.685598,417.4102,43.761153,0,0,0.110676,0.019111,0.026512,3.02109,2.54832,4.368318,-0.65705,-0.07067,0.864466,2.618481,0.408361,43.693363,1
0.477922,1.44651,1687.353,65.329186,0.179297,0,0.142435,0.012043,0.022656,2.082485,3.555222,4.553123,0.247145,1.010615,3.263517,2.113731,0.452494,51.036635,1
0.7891,1.125729,1442.923,50.722052,11.041721,0.001586,0.174172,0.011032,0.008378,1.471373,1.048113,1.176472,-0.164539,-0.030737,0,0.809768,0.684884,94.635253,5
0.737298,1.164605,343.9795,42.84687,0.681668,0,0.137208,0.037563,0.03946,1.596835,3.66791,2.741528,0.018474,0.318827,0,1.704223,0.527302,79.400926,5
0.706394,1.189807,3290.104,40.555451,31.527563,2.796753,0.156335,0.017693,0.030302,3.796684,8.223187,6.068594,0.260924,0.759453,0.578043,1.069426,0.642737,40.533479,5
0.480873,1.442065,221.1491,52.431414,44.785559,41.259005,0.152572,0.012497,0.022686,1.665786,1.210037,1.155259,-0.086218,-0.40402,0,1.375529,0.559315,40.604431,3
0.749325,1.155221,3246.312,23.669128,21.806946,15.132023,0.184353,0.017974,0.024417,2.922102,5.545106,8.343075,-0.50635,-0.117251,0,1.38589,0.584004,45.004355,3
0.530127,1.373441,489.8651,38.606105,44.542432,2.373104,0.120355,0.006939,0.027787,5.763013,20.485827,5.529987,0.519962,0.518278,0,1.411689,0.565066,22.497657,3
0.430202,1.524629,5455.931,10.199442,42.31164,1.897854,0.271202,0.013034,0.031665,1.36497,1.852355,1.811021,0.10819,0.642513,0,0.986714,0.635805,52.00601,3
0.45188,1.487608,1437.592,31.408915,28.152156,1.772208,0.105702,0.007964,0.014065,3.680263,17.173712,5.059801,0.574545,2.889869,1.523547,1.961173,0.474501,59.24734,3
0.421255,1.540733,1905.382,54.279589,8.555425,15.84562,0.194468,0.018457,0.021283,2.192039,5.849759,16.373156,-0.657078,-0.038373,0,1.443509,0.59401,53.660683,3
0.180454,2.354058,3540.911,34.682449,11.594756,0.015909,0.074499,0.014013,0.01271,4.996413,16.244857,3.229226,-0.170176,3.727952,0,1.514699,0.54681,77.626001,3
0.398885,1.583348,885.5991,31.453446,38.063354,3.124017,0.162215,0.007622,0.030579,2.699826,4.617381,4.53145,0.310812,-0.041944,0,1.343889,0.563432,42.098874,3
0.606282,1.284289,290.4784,49.909486,0.003893,0.00292,0.07954,0.02029,0.032025,3.893223,6.213407,3.402825,-0.462281,2.131161,0,1.127896,0.604282,68.909355,3
0.712894,1.18437,1252.418,49.124093,31.741925,1.098416,0.173198,0.010985,0.031151,1.616176,5.833169,20.015492,-0.011628,0.624138,1.060738,1.409431,0.551955,75.889768,3
0.513437,1.395586,408.7214,79.582574,88.430703,4.914318,0.054941,0.007935,0.022328,28.066366,50.394751,25.159588,-0.369469,-4.36981,0,1.307321,0.589656,66.11869,4
0.710899,1.186031,1662.267,33.533109,16.954232,17.608888,0.212264,0.02128,0.038279,2.400622,5.117911,10.384129,-0.311125,0.355633,0,1.97696,0.548286,73.807099,4
0.80074,1.117517,891.9716,28.570675,12.233268,14.783955,0.225471,0.027981,0.020323,2.529153,3.661557,4.548037,-0.314855,-0.019885,0.646188,1.738064,0.579199,49.6716,4
0.670584,1.221162,2967.053,44.546398,6.268238,0.000811,0.149307,0.027354,0.040111,4.358787,9.104164,3.119655,-1.512759,0.737326,0,1.113482,0.633828,54.481932,4
